"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2022";"Coritiba";"Bragantino";2,67;3;2,75;2;1;2022-10-09;"Brazil Serie A";1,64;1,52;3;6;4;14;7;20
"2022";"Coritiba";"Ceará";2,5;3,15;2,75;1;0;2022-09-28;"Brazil Serie A";1,65;1,53;5;8;9;6;14;14
"2022";"Coritiba";"Corinthians";2,89;3,3;2,49;2;2;2022-11-09;"Brazil Serie A";1,57;1,36;7;4;9;6;16;10
"2022";"Coritiba";"Cuiabá";2,05;3,2;3,85;1;0;2022-07-25;"Brazil Serie A";1,87;1,21;3;0;2;9;5;9
"2022";"Coritiba";"Flamengo";3,75;3,6;1,97;1;0;2022-11-06;"Brazil Serie A";1,59;1,53;5;3;6;12;11;15
"2022";"Coritiba";"Fluminense";2,6;3,14;2,89;3;2;2022-05-01;"Brazil Serie A";2,11;1,52;9;5;14;3;23;8
"2022";"Coritiba";"Fortaleza";2,8;3,1;2,7;2;1;2022-07-03;"Brazil Serie A";1,94;1,24;6;8;6;15;12;23
"2022";"Coritiba";"Goiás";2,05;3,2;4,05;3;0;2022-04-10;"Brazil Serie A";0;0;10;0;8;8;18;8
"2022";"Coritiba";"Internacional";3,5;3,1;2,1;1;1;2022-10-23;"Brazil Serie A";1,59;1,47;3;5;12;8;15;13
"2022";"Coritiba";"Juventude";1,95;3,3;3,79;2;2;2022-07-10;"Brazil Serie A";1,87;1,17;3;6;16;9;19;15
"2022";"Coritiba";"Palmeiras";4,33;3,76;1,81;0;2;2022-06-12;"Brazil Serie A";1,98;1,85;5;7;3;6;8;13
"2022";"Coritiba";"Santos";2,15;2,9;3,2;1;2;2022-08-08;"Brazil Serie A";1,76;1,37;3;5;14;11;17;16
"2022";"Coritiba";"São Paulo";2,81;2,92;2,44;1;1;2022-06-09;"Brazil Serie A";2,21;1,59;3;3;7;15;10;18
"2022";"CRB";"Bahia";4,35;3;1,93;1;2;2022-11-06;"Brazil Serie B";1,53;1,39;3;7;4;12;7;19
"2022";"CRB";"Brusque";2,1;3,1;3,75;1;1;2022-07-16;"Brazil Serie B";1,59;1,33;5;5;13;4;18;9
"2022";"CRB";"Chapecoense";2,2;2,88;3,4;2;1;2022-10-04;"Brazil Serie B";1,53;1,4;7;4;8;8;15;12
"2022";"CRB";"Criciúma";2,26;2,88;3,02;0;0;2022-08-27;"Brazil Serie B";1,54;1,68;3;4;8;10;11;14
"2022";"CRB";"Cruzeiro";3,3;3,05;2,28;0;2;2022-09-17;"Brazil Serie B";1,49;1,71;8;6;12;13;20;19
"2022";"CRB";"CSA";2,32;2,8;3;0;0;2022-06-01;"Brazil Serie B";1,5;1,42;3;3;6;10;9;13
"2022";"CRB";"Grêmio";3,62;3;2,08;2;0;2022-08-13;"Brazil Serie B";1,59;1,28;4;4;6;10;10;14
"2022";"CRB";"Guarani";2,4;2,88;3,3;1;1;2022-07-02;"Brazil Serie B";1,63;1,78;4;4;6;6;10;10
"2022";"CRB";"Ituano";2,5;3,04;3,04;1;1;2022-06-17;"Brazil Serie B";1,46;1,49;8;8;7;11;15;19
"2022";"CRB";"Londrina";1,82;3,3;4,6;1;0;2022-05-18;"Brazil Serie B";1,55;1,4;5;5;4;6;9;11
"2022";"CRB";"Náutico";2,02;3,3;3,55;1;2;2022-04-27;"Brazil Serie B";1,73;1,58;5;6;7;10;12;16
"2022";"CRB";"Novorizontino";2,41;2,96;2,87;2;1;2022-07-23;"Brazil Serie B";1,61;1,39;9;3;6;11;15;14
"2022";"CRB";"Operário PR";2,06;3,2;3,55;2;1;2022-10-21;"Brazil Serie B";1,53;1,24;6;5;7;7;13;12
"2022";"CRB";"Ponte Preta";2,3;2,85;3,2;1;1;2022-08-04;"Brazil Serie B";1,63;1,56;4;4;5;5;9;9
"2022";"CRB";"Sampaio Corrêa";1,85;3,1;4,25;2;1;2022-05-09;"Brazil Serie B";1,68;1,43;4;7;4;11;8;18
"2022";"CRB";"Sport Recife";2,49;2,57;3,05;2;0;2022-09-03;"Brazil Serie B";1,51;1,43;3;3;8;13;11;16
"2022";"CRB";"Tombense";2,5;2,8;3,1;0;0;2022-06-29;"Brazil Serie B";1,57;1,23;6;5;13;4;19;9
"2022";"CRB";"Vasco da Gama";2,14;3,34;3,75;1;1;2022-04-16;"Brazil Serie B";0;0;4;6;11;6;15;12
"2022";"CRB";"Vila Nova";2,45;2,75;3;1;0;2022-06-11;"Brazil Serie B";1,42;1,58;7;8;5;9;12;17
"2022";"Criciúma";"Bahia";2,75;3;2,6;0;0;2022-09-08;"Brazil Serie B";1,88;1,49;3;0;10;7;13;7
"2022";"Criciúma";"Brusque";2,23;3,13;3,44;0;1;2022-06-17;"Brazil Serie B";1,6;1,48;3;2;3;5;6;7
"2022";"Criciúma";"Chapecoense";2,04;2,88;3,85;2;0;2022-09-25;"Brazil Serie B";1,84;1,38;6;5;7;12;13;17
"2022";"Criciúma";"CRB";2,1;3;3,5;3;0;2022-05-14;"Brazil Serie B";1,72;1,33;9;5;5;3;14;8
"2022";"Criciúma";"Cruzeiro";3,2;2,87;2,25;0;1;2022-05-27;"Brazil Serie B";1,81;1,83;4;9;2;14;6;23
"2022";"Criciúma";"CSA";2,1;3;3,7;2;1;2022-07-25;"Brazil Serie B";1,73;1,34;9;3;25;4;34;7
"2022";"Criciúma";"Grêmio";3,5;2,87;2,2;2;0;2022-08-30;"Brazil Serie B";1,88;1,31;7;2;10;2;17;4
"2022";"Criciúma";"Guarani";1,98;2,9;4;0;0;2022-08-10;"Brazil Serie B";1,87;1,58;4;4;17;9;21;13
"2022";"Criciúma";"Ituano";2,18;2,85;3,82;3;0;2022-10-15;"Brazil Serie B";1,85;1,44;5;3;16;4;21;7
"2022";"Criciúma";"Londrina";2,17;3;3,3;1;0;2022-04-14;"Brazil Serie B";0;0;4;4;8;8;12;12
"2022";"Criciúma";"Náutico";1,69;3,5;4,9;2;1;2022-10-07;"Brazil Serie B";1,82;1,31;9;5;12;6;21;11
"2022";"Criciúma";"Novorizontino";2,2;2,95;3,6;1;1;2022-05-01;"Brazil Serie B";1,65;1,37;5;3;8;7;13;10
"2022";"Criciúma";"Operário PR";1,59;3,05;5,77;2;0;2022-08-17;"Brazil Serie B";1,87;1,29;3;2;18;9;21;11
"2022";"Criciúma";"Ponte Preta";1,85;2,88;4,5;1;1;2022-07-15;"Brazil Serie B";1,67;1,5;6;7;16;11;22;18
"2022";"Criciúma";"Sampaio Corrêa";1,72;3,3;5;3;1;2022-06-07;"Brazil Serie B";1,63;1,41;5;4;7;4;12;8
"2022";"Criciúma";"Sport Recife";2,87;2,8;2,45;1;1;2022-04-23;"Brazil Serie B";1,34;1,06;6;8;10;6;16;14
"2022";"Criciúma";"Tombense";1,58;3,86;5,75;2;0;2022-11-05;"Brazil Serie B";1,86;1,2;7;2;15;7;22;9
"2022";"Criciúma";"Vasco da Gama";2,6;2,75;2,7;0;1;2022-07-09;"Brazil Serie B";1,56;1,39;5;3;20;9;25;12
"2022";"Criciúma";"Vila Nova";2,05;2,95;3,75;1;0;2022-06-25;"Brazil Serie B";1,53;1,64;5;7;13;14;18;21
"2022";"Cruzeiro";"Bahia";1,95;3;4,1;1;0;2022-07-23;"Brazil Serie B";2,1;1,56;7;5;9;10;16;15
"2022";"Cruzeiro";"Brusque";1,59;3,9;5,75;1;0;2022-04-12;"Brazil Serie B";0;0;4;4;7;7;11;11
"2022";"Cruzeiro";"Chapecoense";1,45;3,95;6,79;1;1;2022-08-13;"Brazil Serie B";2,1;1,41;7;4;13;4;20;8
"2022";"Cruzeiro";"CRB";1,4;3,8;8,5;2;0;2022-06-08;"Brazil Serie B";2,07;1,37;7;0;16;9;23;9
"2022";"Cruzeiro";"Criciúma";1,5;3,4;6,5;1;1;2022-09-04;"Brazil Serie B";2,12;1,67;8;2;14;5;22;7
"2022";"Cruzeiro";"CSA";1,76;3,45;4,5;3;2;2022-11-06;"Brazil Serie B";2,07;1,22;11;6;14;11;25;17
"2022";"Cruzeiro";"Grêmio";2,24;3,08;2,87;1;0;2022-05-08;"Brazil Serie B";2,03;1,6;3;3;5;3;8;6
"2022";"Cruzeiro";"Guarani";1,54;3,84;6,4;0;1;2022-10-18;"Brazil Serie B";2,13;1,52;2;3;6;19;8;22
"2022";"Cruzeiro";"Ituano";1,5;3,8;6,5;1;1;2022-10-05;"Brazil Serie B";2,13;1,48;6;2;12;5;18;7
"2022";"Cruzeiro";"Londrina";1,57;3,4;6;1;0;2022-04-26;"Brazil Serie B";1,54;1,6;9;3;7;7;16;10
"2022";"Cruzeiro";"Náutico";1,36;4,3;7,6;4;0;2022-08-26;"Brazil Serie B";2,12;1,33;8;0;6;6;14;6
"2022";"Cruzeiro";"Novorizontino";1,36;4;9;2;1;2022-07-17;"Brazil Serie B";2,17;1,38;6;4;6;11;12;15
"2022";"Cruzeiro";"Operário PR";1,32;4,5;10;1;0;2022-09-08;"Brazil Serie B";2,14;1,24;6;4;14;6;20;10
"2022";"Cruzeiro";"Ponte Preta";1,44;3,95;8;2;0;2022-06-16;"Brazil Serie B";2,15;1,61;5;5;6;7;11;12
"2022";"Cruzeiro";"Sampaio Corrêa";1,44;3,6;7,5;2;0;2022-05-22;"Brazil Serie B";1,78;1,73;10;2;12;4;22;6
"2022";"Cruzeiro";"Sport Recife";1,57;3,25;6,25;2;1;2022-06-28;"Brazil Serie B";2,06;1,32;11;4;18;4;29;8
"2022";"Cruzeiro";"Tombense";1,42;3,95;7,54;2;0;2022-08-06;"Brazil Serie B";2,07;1,09;6;2;18;5;24;7
"2022";"Cruzeiro";"Vasco da Gama";1,7;3,2;5;3;0;2022-09-21;"Brazil Serie B";2,14;1,35;6;0;9;6;15;6
"2022";"Cruzeiro";"Vila Nova";1,5;3,92;7,3;2;0;2022-07-01;"Brazil Serie B";2,2;1,72;8;4;9;9;17;13
"2022";"CSA";"Bahia";2,55;2,95;2,7;1;1;2022-04-22;"Brazil Serie B";0;1,09;8;8;14;9;22;17
"2022";"CSA";"Brusque";2,1;2,8;3,48;1;0;2022-08-09;"Brazil Serie B";1,85;1,32;5;7;17;9;22;16
"2022";"CSA";"Chapecoense";2,11;2,8;4,1;1;1;2022-06-07;"Brazil Serie B";2,02;1,4;3;4;2;3;5;7
"2022";"CSA";"CRB";2,03;2,75;3,63;1;1;2022-09-10;"Brazil Serie B";1,84;1,18;4;6;5;9;9;15
"2022";"CSA";"Criciúma";2,03;2,95;4;1;1;2022-05-04;"Brazil Serie B";2,54;2,03;7;4;7;14;14;18
"2022";"CSA";"Cruzeiro";3,05;2,8;2,4;1;1;2022-07-20;"Brazil Serie B";1,81;1,75;6;6;17;12;23;18
"2022";"CSA";"Grêmio";2,94;2,9;2,41;1;1;2022-06-23;"Brazil Serie B";1,85;1,45;5;5;7;8;12;13
"2022";"CSA";"Guarani";2,25;3;3,5;1;2;2022-09-30;"Brazil Serie B";1,79;1,56;10;4;10;3;20;7
"2022";"CSA";"Ituano";2,03;3,06;4,1;1;3;2022-07-30;"Brazil Serie B";1,85;1,53;4;5;11;4;15;9
"2022";"CSA";"Londrina";1,95;3;4,5;0;1;2022-10-14;"Brazil Serie B";1,86;1,15;11;6;13;9;24;15
"2022";"CSA";"Náutico";1,93;2,9;4,4;2;0;2022-08-30;"Brazil Serie B";1,85;1,28;6;4;10;12;16;16
"2022";"CSA";"Novorizontino";1,98;2,99;3,62;2;1;2022-05-28;"Brazil Serie B";2,29;1,4;3;4;2;6;5;10
"2022";"CSA";"Operário PR";1,91;3,25;3,65;0;0;2022-05-14;"Brazil Serie B";2,31;1,46;4;2;14;3;18;5
"2022";"CSA";"Ponte Preta";1,88;2,91;4,1;0;1;2022-07-07;"Brazil Serie B";1,8;1,53;3;5;13;6;16;11
"2022";"CSA";"Sampaio Corrêa";2,05;3,1;3,7;0;0;2022-10-07;"Brazil Serie B";1,83;1,49;9;4;11;6;20;10
"2022";"CSA";"Sport Recife";2,16;3,12;3,64;1;0;2022-04-30;"Brazil Serie B";2,52;1,53;11;2;8;4;19;6
"2022";"CSA";"Tombense";1,85;3,15;4,15;2;0;2022-09-26;"Brazil Serie B";1,79;1,12;5;3;14;10;19;13
"2022";"CSA";"Vasco da Gama";2,25;2,75;3,7;2;0;2022-08-18;"Brazil Serie B";1,87;1,38;8;0;6;12;14;12
"2022";"CSA";"Vila Nova";1,72;2,87;4,98;1;0;2022-10-25;"Brazil Serie B";1,9;1,37;2;2;5;11;7;13
"2022";"Cuiabá";"América Mineiro";2,25;2,9;3,4;2;1;2022-09-28;"Brazil Serie A";1,55;1,46;5;9;6;8;11;17
"2022";"Cuiabá";"Atlético GO";2,2;2,9;3,4;1;1;2022-04-30;"Brazil Serie A";0,72;0,76;6;8;7;6;13;14
"2022";"Cuiabá";"Atlético Mineiro";4,7;3,2;1,9;1;1;2022-07-21;"Brazil Serie A";1,4;1,72;6;5;10;4;16;9
"2022";"Cuiabá";"Atlético PR";2,5;2,85;2,85;0;1;2022-05-29;"Brazil Serie A";0,96;1,21;2;8;8;13;10;21
"2022";"Cuiabá";"Avaí";1,73;3,25;5;1;0;2022-10-27;"Brazil Serie A";1,63;1,23;4;5;7;4;11;9
"2022";"Cuiabá";"Botafogo";2,2;2,98;3,12;2;0;2022-07-10;"Brazil Serie A";1,34;1,53;6;4;10;4;16;8
"2022";"Cuiabá";"Bragantino";3,1;2,85;2,5;1;1;2022-06-11;"Brazil Serie A";1,1;1,56;6;5;15;5;21;10
"2022";"Cuiabá";"Ceará";2,68;3,18;2,77;0;0;2022-06-18;"Brazil Serie A";1,31;1,57;2;2;13;6;15;8
"2022";"Cuiabá";"Corinthians";3,5;3;2,35;1;0;2022-06-07;"Brazil Serie A";1,04;1,3;4;5;6;7;10;12
"2022";"Cuiabá";"Coritiba";2,09;3,32;3,6;2;1;2022-11-13;"Brazil Serie A";1,6;1,62;5;3;3;1;8;4
"2022";"Cuiabá";"Flamengo";4,3;3,6;1,69;1;2;2022-10-08;"Brazil Serie A";1,53;1,54;6;6;16;10;22;16
"2022";"Cuiabá";"Fluminense";2,57;3,12;3,1;0;1;2022-04-16;"Brazil Serie A";0;0;2;5;3;9;5;14
"2022";"Cuiabá";"Fortaleza";2,5;3,05;3;0;1;2022-07-31;"Brazil Serie A";1,43;1,36;6;3;15;5;21;8
"2022";"Cuiabá";"Goiás";1,95;3,1;4,2;1;2;2022-10-23;"Brazil Serie A";1,57;1,3;4;4;21;2;25;6
"2022";"Cuiabá";"Internacional";2,84;3,15;2,44;1;1;2022-05-21;"Brazil Serie A";0,72;1,14;3;6;9;9;12;15
"2022";"Cuiabá";"Juventude";2,15;2,95;3,76;1;0;2022-08-13;"Brazil Serie A";1,52;1,18;5;3;8;3;13;6
"2022";"Cuiabá";"Palmeiras";3,65;3,7;1,98;1;1;2022-11-06;"Brazil Serie A";1,61;1,72;5;13;8;15;13;28
"2022";"Cuiabá";"Santos";2,45;2,8;2,95;0;0;2022-08-28;"Brazil Serie A";1,52;1,4;2;2;21;5;23;7
"2022";"Cuiabá";"São Paulo";2,55;2,75;2,75;1;1;2022-09-04;"Brazil Serie A";1,57;1,52;4;3;8;8;12;11
"2022";"Flamengo";"América Mineiro";1,44;4;7;3;0;2022-06-25;"Brazil Serie A";1,99;1,48;8;7;16;9;24;16
"2022";"Flamengo";"Atlético GO";1,42;4,75;7,32;4;1;2022-07-30;"Brazil Serie A";2,17;1,36;7;2;11;4;18;6
"2022";"Flamengo";"Atlético Mineiro";1,83;3,43;3,8;1;0;2022-10-15;"Brazil Serie A";2,28;1,78;4;5;4;11;8;16
"2022";"Flamengo";"Atlético PR";1,41;4,2;6,6;5;0;2022-08-14;"Brazil Serie A";2,17;1,43;12;4;9;2;21;6
"2022";"Flamengo";"Avaí";1,14;7,5;18;1;2;2022-11-12;"Brazil Serie A";2,19;1,25;8;8;13;5;21;13
"2022";"Flamengo";"Botafogo";1,35;4,9;7,5;0;1;2022-05-08;"Brazil Serie A";2,06;1,68;9;9;12;5;21;14
"2022";"Flamengo";"Bragantino";1,53;3,8;6;4;1;2022-10-01;"Brazil Serie A";2,2;1,57;10;4;14;2;24;6
"2022";"Flamengo";"Ceará";1,32;4,52;7,24;1;1;2022-09-04;"Brazil Serie A";2,21;1,59;7;2;9;5;16;7
"2022";"Flamengo";"Corinthians";1,53;4;6;1;2;2022-11-02;"Brazil Serie A";2,22;1,37;4;6;11;3;15;9
"2022";"Flamengo";"Coritiba";1,29;4,5;12;2;0;2022-07-16;"Brazil Serie A";2,05;1,63;5;0;12;17;17;17
"2022";"Flamengo";"Cuiabá";1,3;5;9,5;2;0;2022-06-15;"Brazil Serie A";2;1,22;7;2;10;5;17;7
"2022";"Flamengo";"Fluminense";1,63;3,73;4,3;1;2;2022-09-18;"Brazil Serie A";2,18;1,48;8;6;12;7;20;13
"2022";"Flamengo";"Fortaleza";1,58;4,2;7,6;1;2;2022-06-05;"Brazil Serie A";2,12;1,29;5;6;6;7;11;13
"2022";"Flamengo";"Goiás";1,2;6;12,5;1;0;2022-05-21;"Brazil Serie A";2,17;1,18;8;0;8;5;16;5
"2022";"Flamengo";"Internacional";1,7;3,75;4,5;0;0;2022-10-05;"Brazil Serie A";2,26;1,46;8;8;12;10;20;18
"2022";"Flamengo";"Juventude";1,37;4,8;8;4;0;2022-07-20;"Brazil Serie A";2,03;1,23;11;3;18;6;29;9
"2022";"Flamengo";"Palmeiras";1,8;3,3;3,9;0;0;2022-04-20;"Brazil Serie A";2,3;2,52;5;2;14;8;19;10
"2022";"Flamengo";"Santos";1,58;3,73;4,7;3;2;2022-10-25;"Brazil Serie A";2,2;1,34;13;5;7;5;20;10
"2022";"Flamengo";"São Paulo";1,71;3,85;4,9;3;1;2022-04-17;"Brazil Serie A";0;0;10;2;10;4;20;6
"2022";"Fluminense";"América Mineiro";1,64;3,7;5,5;0;2;2022-10-09;"Brazil Serie A";1,96;1,48;10;9;14;11;24;20
"2022";"Fluminense";"Atlético GO";1,9;3,35;4,1;0;2;2022-06-11;"Brazil Serie A";1,87;1,18;4;9;12;9;16;18
"2022";"Fluminense";"Atlético Mineiro";3,6;3,2;2;5;3;2022-06-08;"Brazil Serie A";1,92;1,96;10;7;3;5;13;12
"2022";"Fluminense";"Atlético PR";2,05;3;3,65;2;1;2022-05-14;"Brazil Serie A";2,07;1,19;7;3;6;9;13;12
"2022";"Fluminense";"Avaí";1,57;3,4;6,5;2;0;2022-06-19;"Brazil Serie A";1,85;1,2;4;6;16;5;20;11
"2022";"Fluminense";"Botafogo";1,57;4;5;2;2;2022-10-23;"Brazil Serie A";2;1,67;7;6;13;7;20;13
"2022";"Fluminense";"Bragantino";1,92;3,5;4,15;2;1;2022-07-24;"Brazil Serie A";1,9;1,71;8;2;19;5;27;7
"2022";"Fluminense";"Ceará";1,83;3;4,2;2;1;2022-07-09;"Brazil Serie A";1,87;1,5;7;7;13;9;20;16
"2022";"Fluminense";"Corinthians";2,25;3;3,6;4;0;2022-07-02;"Brazil Serie A";1,86;1,37;8;3;9;1;17;4
"2022";"Fluminense";"Coritiba";1,53;3,6;6,5;5;2;2022-08-20;"Brazil Serie A";1,93;1,6;6;4;10;5;16;9
"2022";"Fluminense";"Cuiabá";1,45;4;8;1;0;2022-08-07;"Brazil Serie A";1,98;1,19;6;2;5;7;11;9
"2022";"Fluminense";"Flamengo";3,45;3,2;2;1;2;2022-05-29;"Brazil Serie A";1,93;1,44;7;4;10;5;17;9
"2022";"Fluminense";"Fortaleza";1,9;3,3;4,55;2;1;2022-09-10;"Brazil Serie A";1,94;1,3;6;6;9;11;15;17
"2022";"Fluminense";"Goiás";1,37;4,95;8,3;3;0;2022-11-09;"Brazil Serie A";2,02;1,27;9;2;16;9;25;11
"2022";"Fluminense";"Internacional";2;3,1;4,2;0;1;2022-04-23;"Brazil Serie A";2,57;0,93;4;5;11;9;15;14
"2022";"Fluminense";"Juventude";1,44;4;7,5;4;0;2022-09-28;"Brazil Serie A";1,93;1,09;8;4;14;8;22;12
"2022";"Fluminense";"Palmeiras";2,74;3,05;2,58;1;1;2022-08-27;"Brazil Serie A";1,93;1,83;7;3;11;5;18;8
"2022";"Fluminense";"Santos";1,75;3,21;4,4;0;0;2022-04-09;"Brazil Serie A";0;0;7;2;20;2;27;4
"2022";"Fluminense";"São Paulo";1,91;3,42;4,18;3;1;2022-11-05;"Brazil Serie A";2,01;1,57;8;4;10;5;18;9
"2022";"Fortaleza";"América Mineiro";2,1;2,9;3,8;1;0;2022-06-19;"Brazil Serie A";1,89;1,44;9;5;9;10;18;15
"2022";"Fortaleza";"Atlético GO";1,7;3,95;4,8;1;1;2022-11-06;"Brazil Serie A";1,81;1,37;8;7;11;6;19;13
"2022";"Fortaleza";"Atlético Mineiro";2,95;3,1;2,5;0;0;2022-10-24;"Brazil Serie A";1,87;1,77;2;6;3;6;5;12
"2022";"Fortaleza";"Atlético PR";1,86;3,35;4,2;0;0;2022-06-12;"Brazil Serie A";1,82;1,4;7;0;13;7;20;7
"2022";"Fortaleza";"Avaí";1,58;3,65;5,75;2;0;2022-10-09;"Brazil Serie A";1,88;1,25;6;3;10;8;16;11
"2022";"Fortaleza";"Botafogo";1,91;3;3,8;1;3;2022-09-04;"Brazil Serie A";1,9;1,64;5;10;12;8;17;18
"2022";"Fortaleza";"Bragantino";1,97;3,6;3,75;6;0;2022-11-09;"Brazil Serie A";1,83;1,52;14;2;12;2;26;4
"2022";"Fortaleza";"Ceará";2,24;3,05;3,05;0;1;2022-06-01;"Brazil Serie A";1,9;1,55;4;9;8;12;12;21
"2022";"Fortaleza";"Corinthians";2,09;3,05;3,4;1;0;2022-08-21;"Brazil Serie A";1,93;1,31;6;2;8;6;14;8
"2022";"Fortaleza";"Coritiba";1,61;3,5;5,25;3;1;2022-10-27;"Brazil Serie A";1,8;1,56;8;7;8;9;16;16
"2022";"Fortaleza";"Cuiabá";1,5;3,8;5,75;0;1;2022-04-10;"Brazil Serie A";0;0;5;5;17;5;22;10
"2022";"Fortaleza";"Flamengo";3,3;3;2,2;3;2;2022-09-28;"Brazil Serie A";1,89;1,56;6;5;12;5;18;10
"2022";"Fortaleza";"Fluminense";2,1;2,9;3,3;0;1;2022-05-22;"Brazil Serie A";1,82;1,14;2;5;23;4;25;9
"2022";"Fortaleza";"Goiás";1,67;3,26;5,03;1;1;2022-06-09;"Brazil Serie A";1,78;1,08;5;4;16;10;21;14
"2022";"Fortaleza";"Internacional";2,1;3,2;3,7;3;0;2022-08-07;"Brazil Serie A";1,95;1,42;7;3;10;6;17;9
"2022";"Fortaleza";"Juventude";1,76;3,13;4,42;1;1;2022-05-28;"Brazil Serie A";1,97;1,21;4;9;10;7;14;16
"2022";"Fortaleza";"Palmeiras";3,45;3,1;1,99;0;0;2022-07-10;"Brazil Serie A";1,92;1,91;8;6;6;7;14;13
"2022";"Fortaleza";"Santos";1,99;2,95;3,7;0;0;2022-07-24;"Brazil Serie A";1,89;1,36;3;3;26;8;29;11
"2022";"Fortaleza";"São Paulo";2,67;3,15;2,72;1;1;2022-05-08;"Brazil Serie A";2,07;1,69;4;3;9;2;13;5
"2022";"Goiás";"América Mineiro";2,75;3,2;2,6;2;2;2022-10-26;"Brazil Serie A";1,46;1,53;5;8;7;9;12;17
