"Season";"Home";"Away";"FT_Odds_H";"FT_Odds_D";"FT_Odds_A";"FT_Goals_H";"FT_Goals_A";"Date";"League";"XG_Home_Pre";"XG_Away_Pre";"ShotsOnTarget_H";"ShotsOnTarget_A";"ShotsOffTarget_H";"ShotsOffTarget_A";"Shots_H";"Shots_A"
"2013";"Botafogo";"Atlético Mineiro";2,17;3,37;3,66;1;0;2013-10-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Atlético PR";1,88;3,6;4,52;4;0;2013-11-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Bahia";1,51;4,3;7,48;1;2;2013-09-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Corinthians";2,33;3,3;3,36;1;0;2013-09-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Coritiba";1,86;3,66;4,56;3;1;2013-09-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Criciúma";1,62;4,08;6;3;0;2013-12-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Cruzeiro";2,08;3,58;3,71;2;1;2013-06-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Flamengo";2,69;3,34;2,79;2;1;2013-10-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Fluminense";2,87;3,41;2,58;1;0;2013-07-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Goiás";1,69;3,84;5,61;1;1;2013-08-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Grêmio";2,18;3,35;3,67;0;1;2013-10-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Internacional";2,02;3,55;3,9;3;3;2013-08-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Náutico";1,33;5,28;9,99;2;0;2013-07-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Ponte Preta";1,51;4,36;7,21;0;1;2013-09-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Portuguesa";1,71;3,81;5,48;0;0;2013-11-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Santos";1,76;3,69;5,25;2;1;2013-05-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"São Paulo";2,22;3,4;3,51;0;0;2013-09-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Vasco da Gama";1,99;3,56;4,11;2;2;2013-10-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Botafogo";"Vitória";1,58;4,13;6,44;2;0;2013-08-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"ABC";1,9;3,46;4,55;2;1;2013-09-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"América Mineiro";2,28;3,39;3,31;0;1;2013-10-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"América RN";1,79;3,85;4,59;0;1;2013-07-02;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"ASA";1,68;3,89;5,45;2;0;2013-10-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Atlético GO";2,46;3,33;3,05;2;0;2013-11-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Avaí";2,27;3,44;3,31;1;1;2013-08-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Boa";1,61;4,03;5,97;0;1;2013-05-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Ceará";2,2;3,4;3,48;2;0;2013-07-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Chapecoense";2,93;3,37;2,52;1;0;2013-08-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Figueirense";9,98;5,25;1,35;1;1;2013-11-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Guaratinguetá";1,9;3,62;4,32;2;0;2013-06-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Icasa";2,13;3,43;3,71;1;2;2013-11-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Joinville";2,5;3,32;2,99;1;2;2013-09-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Oeste";1,89;3,62;4,4;2;0;2013-08-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Palmeiras";4,92;3,7;1,78;0;2;2013-10-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Paraná";2,59;3,36;2,88;0;0;2013-07-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Paysandu";1,68;3,8;5,64;0;0;2013-08-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"São Caetano";2,31;3,41;3,23;1;0;2013-06-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Bragantino";"Sport Recife";2,25;3,4;3,37;1;2;2013-09-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"ABC";1,68;3,93;5,51;4;0;2013-09-14;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"América Mineiro";1,79;3,73;4,79;1;1;2013-10-18;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"América RN";1,61;4,13;6,05;2;1;2013-08-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"ASA";1,78;3,7;4,9;4;1;2013-07-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Atlético GO";1,77;3,79;4,88;0;1;2013-08-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Avaí";1,93;3,62;4,28;2;1;2013-11-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Boa";1,74;3,74;5,23;2;2;2013-06-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Bragantino";1,69;3,91;5,48;5;3;2013-10-08;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Chapecoense";2,5;3,53;2,88;3;1;2013-07-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Figueirense";2,25;3,41;3,36;1;1;2013-06-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Guaratinguetá";1,61;4,09;6,05;2;0;2013-08-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Icasa";1,84;3,72;4,48;1;0;2013-10-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Joinville";1,56;4,35;6,34;0;3;2013-11-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Oeste";1,53;4,23;6,95;1;0;2013-09-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Palmeiras";3,52;3,46;2,16;2;2;2013-08-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Paraná";1,81;3,69;4,8;1;1;2013-10-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Paysandu";1,8;3,7;4,76;1;0;2013-05-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"São Caetano";1,83;3,73;4,52;4;2;2013-09-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Ceará";"Sport Recife";2,13;3,46;3,61;4;1;2013-11-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"ABC";1,58;4,08;6,38;5;1;2013-06-07;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"América Mineiro";1,63;4,19;5,5;2;0;2013-08-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"América RN";1,57;4,25;6,18;0;0;2013-11-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"ASA";1,46;4,57;7,72;4;0;2013-10-01;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Atlético GO";1,6;4,19;5,97;3;0;2013-08-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Avaí";1,56;4,18;6,37;3;1;2013-07-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Boa";1,47;4,51;7,4;1;0;2013-09-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Bragantino";1,71;3,72;5,46;1;1;2013-11-16;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Ceará";1,95;3,61;4,07;1;1;2013-10-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Figueirense";1,71;3,98;4,98;1;1;2013-10-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Guaratinguetá";1,39;4,88;8,86;1;0;2013-08-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Icasa";1,44;4,58;8,21;1;2;2013-08-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Joinville";1,85;3,58;4,61;2;1;2013-10-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Oeste";1,75;3,78;5,05;1;1;2013-05-28;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Palmeiras";2,29;3,53;3,22;1;0;2013-11-30;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Paraná";1,76;3,76;5,01;2;2;2013-08-17;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Paysandu";1,44;4,5;8,25;3;2;2013-06-11;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"São Caetano";1,55;4,21;6,8;6;2;2013-09-13;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Chapecoense";"Sport Recife";2,03;3,54;3,84;0;0;2013-10-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Atlético Mineiro";2;3,52;4,05;0;1;2013-07-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Atlético PR";1,92;3,47;4,53;0;0;2013-10-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Bahia";1,73;3,53;5,93;2;0;2013-10-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Botafogo";1,99;3,5;4,12;1;1;2013-05-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Coritiba";1,65;3,75;6,35;1;0;2013-08-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Criciúma";1,53;3,93;8,19;1;0;2013-10-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Cruzeiro";2,92;3,21;2,66;0;0;2013-09-22;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Flamengo";1,79;3,45;5,46;4;0;2013-09-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Fluminense";2,37;3,18;3,41;1;0;2013-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Goiás";1,58;3,84;7,27;1;2;2013-09-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Grêmio";2,02;3,38;4,17;2;0;2013-07-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Internacional";2,61;3,04;3,15;0;0;2013-11-30;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Náutico";1,29;5,5;9,99;0;0;2013-09-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Ponte Preta";1,55;4,13;6,98;1;0;2013-06-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Portuguesa";1,64;4,04;5,83;0;0;2013-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Santos";2,15;3,27;3,86;1;1;2013-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"São Paulo";2;3,38;4,22;0;0;2013-07-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Vasco da Gama";1,86;3,45;4,9;0;0;2013-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Corinthians";"Vitória";1,43;4,49;9,4;2;0;2013-08-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Atlético Mineiro";2,16;3,53;3,52;2;1;2013-05-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Atlético PR";2;3,52;4,05;1;0;2013-07-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Bahia";1,81;3,47;5,26;2;2;2013-09-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Botafogo";2,48;3,21;3,18;2;1;2013-12-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Corinthians";2,29;3,19;3,57;0;1;2013-11-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Criciúma";1,78;3,74;5;1;2;2013-11-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Cruzeiro";4,1;3,54;2;2;1;2013-10-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Flamengo";2,22;3,3;3,61;0;2;2013-10-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Fluminense";2,42;3,34;3,15;2;1;2013-06-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Goiás";2,03;3,44;4,06;2;2;2013-09-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Grêmio";2,45;3,21;3,22;4;0;2013-10-27;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Internacional";2,61;3,35;2,87;0;0;2013-09-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Náutico";1,44;4,67;8,19;1;0;2013-06-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Ponte Preta";1,65;3,98;5,78;5;3;2013-07-31;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Portuguesa";1,67;3,94;5,6;1;1;2013-08-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Santos";2,24;3,31;3,55;1;0;2013-10-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"São Paulo";2,6;3,28;2,94;2;0;2013-09-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Vasco da Gama";1,59;4,11;6,35;0;1;2013-08-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Coritiba";"Vitória";1,66;3,96;5,69;1;1;2013-07-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Atlético Mineiro";2,9;3,45;2,53;1;1;2013-09-25;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Atlético PR";2,32;3,44;3,24;2;1;2013-11-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Bahia";1,71;3,75;5,57;3;1;2013-05-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Botafogo";3,05;3,44;2,43;1;2;2013-09-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Corinthians";3,5;3,38;2,23;0;2;2013-08-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Coritiba";2,56;3,34;2,94;2;1;2013-08-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Cruzeiro";3,58;3,55;2,13;1;2;2013-08-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Flamengo";2,29;3,41;3,31;0;3;2013-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Fluminense";2,88;3,37;2,59;1;2;2013-09-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Goiás";2,04;3,53;3,85;0;0;2013-07-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Grêmio";3,35;3,4;2,31;2;1;2013-07-20;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Internacional";3,27;3,45;2,3;0;1;2013-09-15;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Náutico";1,85;3,66;4,63;3;0;2013-08-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Ponte Preta";2,12;3,52;3,64;1;1;2013-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Portuguesa";2,28;3,49;3,28;1;3;2013-10-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Santos";2,31;3,36;3,31;3;1;2013-06-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"São Paulo";1,82;3,72;4,74;1;0;2013-12-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Vasco da Gama";2,43;3,42;3,07;3;2;2013-10-13;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Criciúma";"Vitória";2,34;3,45;3,19;1;1;2013-11-23;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Atlético Mineiro";2,04;3,48;3,97;4;1;2013-07-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Atlético PR";1,54;4,34;6,61;1;0;2013-09-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Bahia";1,74;3,79;5,2;1;2;2013-12-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Botafogo";1,69;4,01;5,3;3;0;2013-09-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Corinthians";2,39;3,33;3,21;1;0;2013-06-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Coritiba";1,61;3,97;6,34;1;0;2013-08-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Criciúma";1,37;5;9,99;5;3;2013-10-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Flamengo";1,52;4,28;7,24;1;0;2013-09-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Fluminense";1,64;3,98;5,9;1;0;2013-10-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Goiás";1,67;3,95;5,6;5;0;2013-05-26;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Grêmio";1,54;4,11;7,31;3;0;2013-11-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Internacional";2,1;3,41;3,83;2;2;2013-06-08;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Náutico";1,36;5,12;9,94;3;0;2013-07-14;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Ponte Preta";1,44;4,65;8,15;2;2;2013-11-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Portuguesa";1,44;4,74;7,9;4;0;2013-10-02;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Santos";1,56;4,22;6,65;0;0;2013-08-11;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"São Paulo";1,66;3,98;5,69;0;2;2013-10-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Vasco da Gama";1,47;4,64;7,48;5;3;2013-09-01;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Cruzeiro";"Vitória";1,48;4,41;7,78;5;1;2013-08-17;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"ABC";1,71;3,84;5,42;2;0;2013-11-12;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"América Mineiro";2;3,68;3,78;1;2;2013-09-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"América RN";1,79;3,81;4,7;3;2;2013-05-25;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"ASA";1,25;6,21;9,99;2;0;2013-11-22;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Atlético GO";1,91;3,52;4,39;1;1;2013-10-05;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Avaí";2,09;3,64;3,58;1;3;2013-08-10;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Boa";1,55;4,38;6,2;3;0;2013-07-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Bragantino";1,83;3,71;4,56;2;1;2013-09-03;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Ceará";1,86;3,65;4,45;2;1;2013-09-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Chapecoense";1,94;3,76;4;0;2;2013-06-04;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Guaratinguetá";1,51;4,26;7,29;2;1;2013-11-09;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Icasa";1,58;4,34;5,95;3;0;2013-08-06;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Joinville";1,84;3,67;4,56;0;1;2013-10-19;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Oeste";1,54;4,23;6,7;3;0;2013-08-24;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Palmeiras";3;3,53;2,27;2;3;2013-07-20;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Paraná";2,47;3,47;2,91;1;0;2013-09-21;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Paysandu";1,67;3,8;5,8;3;2;2013-10-15;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"São Caetano";1,79;3,75;4,75;3;1;2013-07-27;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Figueirense";"Sport Recife";2,04;3,59;3,75;3;2;2013-05-31;"Brazil Serie B";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Atlético Mineiro";2,31;3,44;3,24;3;0;2013-08-04;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Atlético PR";2,3;3,34;3,39;2;4;2013-09-19;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Bahia";1,62;3,95;6,31;2;1;2013-10-16;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Botafogo";2,62;3,31;2,89;1;1;2013-07-28;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Corinthians";2,82;3,06;2,87;1;0;2013-11-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Coritiba";2,15;3,44;3,65;2;2;2013-07-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Criciúma";1,62;4,04;6,01;4;1;2013-09-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Cruzeiro";2,05;3,58;3,79;1;1;2013-12-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Fluminense";2,6;3,27;2,94;1;0;2013-11-03;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Goiás";1,95;3,4;4,47;1;1;2013-11-09;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Grêmio";2,44;3,36;3,1;0;1;2013-08-24;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Internacional";2,29;3,42;3,32;2;1;2013-10-10;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Náutico";1,58;4,05;6,7;0;1;2013-06-05;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Ponte Preta";1,91;3,57;4,42;0;2;2013-05-29;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Portuguesa";1,74;3,78;5,27;1;1;2013-08-07;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Santos";1,98;3,43;4,27;2;1;2013-09-12;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"São Paulo";2,41;3,34;3,17;0;0;2013-08-18;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
"2013";"Flamengo";"Vasco da Gama";2,16;3,46;3,6;1;1;2013-10-06;"Brazil Serie A";0;0;NA;NA;NA;NA;NA;NA
